gateStatus,id,severity,type,ruleId,ruleName,file,line,description,match
WARNING,llm-slop-SB-FICTION-001-ai-platform/web/simplebeacon-dashboard/js/workers/scan-worker.js-12291,medium,ai-placeholder-comment,SB-FICTION-001,,ai-platform/web/simplebeacon-dashboard/js/workers/scan-worker.js,1,ai-platform/web/simplebeacon-dashboard/js/workers/scan-worker.js:1 Unresolved LLM placeholder or conversational AI debris,AI Assistant Note:
WARNING,SB-QUAL-003-server/lib/assessment-retention.js-8,low,Deadweight Exported Function,SB-QUAL-003,,server/lib/assessment-retention.js,8,"server/lib/assessment-retention.js:8 Deadweight Exported Function: Exported function ""purgeExpiredAssessments"" has no call sites in this file",purgeExpiredAssessments
WARNING,SB-QUAL-003-ai-platform/server/api/assessment/routes.cjs-16,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/api/assessment/routes.cjs,16,"ai-platform/server/api/assessment/routes.cjs:16 Deadweight Exported Function: Exported function ""setupAssessmentRoutes"" has no call sites in this file",setupAssessmentRoutes
WARNING,SB-QUAL-003-ai-platform/server/bootstrap/phase2-integration.cjs-398,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/bootstrap/phase2-integration.cjs,398,"ai-platform/server/bootstrap/phase2-integration.cjs:398 Deadweight Exported Function: Exported function ""setupPhase2Integration"" has no call sites in this file",setupPhase2Integration
WARNING,SB-QUAL-003-ai-platform/server/bootstrap/phase2-integration.cjs-475,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/bootstrap/phase2-integration.cjs,475,"ai-platform/server/bootstrap/phase2-integration.cjs:475 Deadweight Exported Function: Exported function ""readDashboardSnapshot"" has no call sites in this file",readDashboardSnapshot
WARNING,SB-QUAL-003-ai-platform/server/bootstrap/public-api-routes.cjs-280,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/bootstrap/public-api-routes.cjs,280,"ai-platform/server/bootstrap/public-api-routes.cjs:280 Deadweight Exported Function: Exported function ""isPublicApiRequest"" has no call sites in this file",isPublicApiRequest
WARNING,SB-QUAL-003-ai-platform/server/config/arrays.cjs-12,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/arrays.cjs,12,"ai-platform/server/config/arrays.cjs:12 Deadweight Exported Function: Exported function ""countBy"" has no call sites in this file",countBy
WARNING,SB-QUAL-003-ai-platform/server/config/arrays.cjs-28,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/arrays.cjs,28,"ai-platform/server/config/arrays.cjs:28 Deadweight Exported Function: Exported function ""maxBy"" has no call sites in this file",maxBy
WARNING,SB-QUAL-003-ai-platform/server/config/arrays.cjs-49,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/arrays.cjs,49,"ai-platform/server/config/arrays.cjs:49 Deadweight Exported Function: Exported function ""minBy"" has no call sites in this file",minBy
WARNING,SB-QUAL-003-ai-platform/server/config/arrays.cjs-70,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/arrays.cjs,70,"ai-platform/server/config/arrays.cjs:70 Deadweight Exported Function: Exported function ""findIndex"" has no call sites in this file",findIndex
WARNING,SB-QUAL-003-ai-platform/server/config/arrays.cjs-101,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/arrays.cjs,101,"ai-platform/server/config/arrays.cjs:101 Deadweight Exported Function: Exported function ""mean"" has no call sites in this file",mean
WARNING,SB-QUAL-003-ai-platform/server/config/constants.cjs-249,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/constants.cjs,249,"ai-platform/server/config/constants.cjs:249 Deadweight Exported Function: Exported function ""getNamespace"" has no call sites in this file",getNamespace
WARNING,SB-QUAL-003-ai-platform/server/config/constants.cjs-269,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/constants.cjs,269,"ai-platform/server/config/constants.cjs:269 Deadweight Exported Function: Exported function ""isNamespace"" has no call sites in this file",isNamespace
WARNING,SB-QUAL-003-ai-platform/server/config/constants.cjs-279,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/constants.cjs,279,"ai-platform/server/config/constants.cjs:279 Deadweight Exported Function: Exported function ""getExportsByNamespace"" has no call sites in this file",getExportsByNamespace
WARNING,SB-QUAL-003-ai-platform/server/config/constants.cjs-322,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/constants.cjs,322,"ai-platform/server/config/constants.cjs:322 Deadweight Exported Function: Exported function ""toJSON"" has no call sites in this file",toJSON
WARNING,SB-QUAL-003-ai-platform/server/config/constants.cjs-341,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/constants.cjs,341,"ai-platform/server/config/constants.cjs:341 Deadweight Exported Function: Exported function ""describeExport"" has no call sites in this file",describeExport
WARNING,SB-QUAL-003-ai-platform/server/config/constants.cjs-362,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/constants.cjs,362,"ai-platform/server/config/constants.cjs:362 Deadweight Exported Function: Exported function ""searchExports"" has no call sites in this file",searchExports
WARNING,SB-QUAL-003-ai-platform/server/config/constants.cjs-374,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/constants.cjs,374,"ai-platform/server/config/constants.cjs:374 Deadweight Exported Function: Exported function ""batchResolve"" has no call sites in this file",batchResolve
WARNING,SB-QUAL-003-ai-platform/server/config/constants.cjs-393,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/constants.cjs,393,"ai-platform/server/config/constants.cjs:393 Deadweight Exported Function: Exported function ""getExportsByType"" has no call sites in this file",getExportsByType
WARNING,SB-QUAL-003-ai-platform/server/config/constants.cjs-408,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/constants.cjs,408,"ai-platform/server/config/constants.cjs:408 Deadweight Exported Function: Exported function ""assertIntegrity"" has no call sites in this file",assertIntegrity
WARNING,SB-QUAL-003-ai-platform/server/config/database.cjs-82,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/database.cjs,82,"ai-platform/server/config/database.cjs:82 Deadweight Exported Function: Exported function ""getDatabaseConfig"" has no call sites in this file",getDatabaseConfig
WARNING,SB-QUAL-003-ai-platform/server/config/database.cjs-149,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/database.cjs,149,"ai-platform/server/config/database.cjs:149 Deadweight Exported Function: Exported function ""isDatabaseEnabled"" has no call sites in this file",isDatabaseEnabled
WARNING,SB-QUAL-003-ai-platform/server/config/encoding.cjs-16,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/encoding.cjs,16,"ai-platform/server/config/encoding.cjs:16 Deadweight Exported Function: Exported function ""clamp"" has no call sites in this file",clamp
WARNING,SB-QUAL-003-ai-platform/server/config/encoding.cjs-26,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/encoding.cjs,26,"ai-platform/server/config/encoding.cjs:26 Deadweight Exported Function: Exported function ""isValidEncoding"" has no call sites in this file",isValidEncoding
WARNING,SB-QUAL-003-ai-platform/server/config/encoding.cjs-40,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/encoding.cjs,40,"ai-platform/server/config/encoding.cjs:40 Deadweight Exported Function: Exported function ""getEncodingForExt"" has no call sites in this file",getEncodingForExt
WARNING,SB-QUAL-003-ai-platform/server/config/env.cjs-6,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/env.cjs,6,"ai-platform/server/config/env.cjs:6 Deadweight Exported Function: Exported function ""isDevelopment"" has no call sites in this file",isDevelopment
WARNING,SB-QUAL-003-ai-platform/server/config/env.cjs-14,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/env.cjs,14,"ai-platform/server/config/env.cjs:14 Deadweight Exported Function: Exported function ""isProduction"" has no call sites in this file",isProduction
WARNING,SB-QUAL-003-ai-platform/server/config/env.cjs-22,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/env.cjs,22,"ai-platform/server/config/env.cjs:22 Deadweight Exported Function: Exported function ""isTest"" has no call sites in this file",isTest
WARNING,SB-QUAL-003-ai-platform/server/config/env.cjs-30,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/env.cjs,30,"ai-platform/server/config/env.cjs:30 Deadweight Exported Function: Exported function ""isStaging"" has no call sites in this file",isStaging
WARNING,SB-QUAL-003-ai-platform/server/config/env.cjs-38,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/env.cjs,38,"ai-platform/server/config/env.cjs:38 Deadweight Exported Function: Exported function ""isCI"" has no call sites in this file",isCI
WARNING,SB-QUAL-003-ai-platform/server/config/env.cjs-61,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/env.cjs,61,"ai-platform/server/config/env.cjs:61 Deadweight Exported Function: Exported function ""envInt"" has no call sites in this file",envInt
WARNING,SB-QUAL-003-ai-platform/server/config/env.cjs-74,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/env.cjs,74,"ai-platform/server/config/env.cjs:74 Deadweight Exported Function: Exported function ""envFloat"" has no call sites in this file",envFloat
WARNING,SB-QUAL-003-ai-platform/server/config/env.cjs-87,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/env.cjs,87,"ai-platform/server/config/env.cjs:87 Deadweight Exported Function: Exported function ""envBool"" has no call sites in this file",envBool
WARNING,SB-QUAL-003-ai-platform/server/config/env.cjs-102,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/env.cjs,102,"ai-platform/server/config/env.cjs:102 Deadweight Exported Function: Exported function ""envArray"" has no call sites in this file",envArray
WARNING,SB-QUAL-003-ai-platform/server/config/env.cjs-117,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/env.cjs,117,"ai-platform/server/config/env.cjs:117 Deadweight Exported Function: Exported function ""envJson"" has no call sites in this file",envJson
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-317,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,317,"ai-platform/server/config/file-types.cjs:317 Deadweight Exported Function: Exported function ""clearExtCache"" has no call sites in this file",clearExtCache
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-351,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,351,"ai-platform/server/config/file-types.cjs:351 Deadweight Exported Function: Exported function ""getAllExtensions"" has no call sites in this file",getAllExtensions
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-356,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,356,"ai-platform/server/config/file-types.cjs:356 Deadweight Exported Function: Exported function ""getExtensionsForCategory"" has no call sites in this file",getExtensionsForCategory
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-365,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,365,"ai-platform/server/config/file-types.cjs:365 Deadweight Exported Function: Exported function ""getExtensionSet"" has no call sites in this file",getExtensionSet
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-376,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,376,"ai-platform/server/config/file-types.cjs:376 Deadweight Exported Function: Exported function ""hasCategory"" has no call sites in this file",hasCategory
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-383,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,383,"ai-platform/server/config/file-types.cjs:383 Deadweight Exported Function: Exported function ""getExtensionStats"" has no call sites in this file",getExtensionStats
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-413,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,413,"ai-platform/server/config/file-types.cjs:413 Deadweight Exported Function: Exported function ""isTextFile"" has no call sites in this file",isTextFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-425,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,425,"ai-platform/server/config/file-types.cjs:425 Deadweight Exported Function: Exported function ""isCodeFile"" has no call sites in this file",isCodeFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-430,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,430,"ai-platform/server/config/file-types.cjs:430 Deadweight Exported Function: Exported function ""isConfigFile"" has no call sites in this file",isConfigFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-435,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,435,"ai-platform/server/config/file-types.cjs:435 Deadweight Exported Function: Exported function ""isMarkupFile"" has no call sites in this file",isMarkupFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-440,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,440,"ai-platform/server/config/file-types.cjs:440 Deadweight Exported Function: Exported function ""isDocumentFile"" has no call sites in this file",isDocumentFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-445,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,445,"ai-platform/server/config/file-types.cjs:445 Deadweight Exported Function: Exported function ""isDataFile"" has no call sites in this file",isDataFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-450,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,450,"ai-platform/server/config/file-types.cjs:450 Deadweight Exported Function: Exported function ""isStylesheetFile"" has no call sites in this file",isStylesheetFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-455,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,455,"ai-platform/server/config/file-types.cjs:455 Deadweight Exported Function: Exported function ""isImageFile"" has no call sites in this file",isImageFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-460,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,460,"ai-platform/server/config/file-types.cjs:460 Deadweight Exported Function: Exported function ""isMediaFile"" has no call sites in this file",isMediaFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-465,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,465,"ai-platform/server/config/file-types.cjs:465 Deadweight Exported Function: Exported function ""isBinaryFile"" has no call sites in this file",isBinaryFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-480,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,480,"ai-platform/server/config/file-types.cjs:480 Deadweight Exported Function: Exported function ""isExecutableFile"" has no call sites in this file",isExecutableFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-486,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,486,"ai-platform/server/config/file-types.cjs:486 Deadweight Exported Function: Exported function ""isArchiveFile"" has no call sites in this file",isArchiveFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-541,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,541,"ai-platform/server/config/file-types.cjs:541 Deadweight Exported Function: Exported function ""isLockFile"" has no call sites in this file",isLockFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-548,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,548,"ai-platform/server/config/file-types.cjs:548 Deadweight Exported Function: Exported function ""isPackageFile"" has no call sites in this file",isPackageFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-555,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,555,"ai-platform/server/config/file-types.cjs:555 Deadweight Exported Function: Exported function ""isReadmeFile"" has no call sites in this file",isReadmeFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-563,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,563,"ai-platform/server/config/file-types.cjs:563 Deadweight Exported Function: Exported function ""isMinifiedFile"" has no call sites in this file",isMinifiedFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-570,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,570,"ai-platform/server/config/file-types.cjs:570 Deadweight Exported Function: Exported function ""isGeneratedFile"" has no call sites in this file",isGeneratedFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-580,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,580,"ai-platform/server/config/file-types.cjs:580 Deadweight Exported Function: Exported function ""isSourceMapFile"" has no call sites in this file",isSourceMapFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-586,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,586,"ai-platform/server/config/file-types.cjs:586 Deadweight Exported Function: Exported function ""isIgnoreFile"" has no call sites in this file",isIgnoreFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-599,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,599,"ai-platform/server/config/file-types.cjs:599 Deadweight Exported Function: Exported function ""isCiConfigFile"" has no call sites in this file",isCiConfigFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-621,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,621,"ai-platform/server/config/file-types.cjs:621 Deadweight Exported Function: Exported function ""isDockerComposeFile"" has no call sites in this file",isDockerComposeFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-633,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,633,"ai-platform/server/config/file-types.cjs:633 Deadweight Exported Function: Exported function ""isLicenseFile"" has no call sites in this file",isLicenseFile
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-647,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,647,"ai-platform/server/config/file-types.cjs:647 Deadweight Exported Function: Exported function ""groupFilesByCategory"" has no call sites in this file",groupFilesByCategory
WARNING,SB-QUAL-003-ai-platform/server/config/file-types.cjs-666,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/file-types.cjs,666,"ai-platform/server/config/file-types.cjs:666 Deadweight Exported Function: Exported function ""getExtCacheStats"" has no call sites in this file",getExtCacheStats
WARNING,SB-QUAL-003-ai-platform/server/config/format.cjs-23,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/format.cjs,23,"ai-platform/server/config/format.cjs:23 Deadweight Exported Function: Exported function ""parseSize"" has no call sites in this file",parseSize
WARNING,SB-QUAL-003-ai-platform/server/config/format.cjs-45,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/format.cjs,45,"ai-platform/server/config/format.cjs:45 Deadweight Exported Function: Exported function ""formatSize"" has no call sites in this file",formatSize
WARNING,SB-QUAL-003-ai-platform/server/config/format.cjs-63,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/format.cjs,63,"ai-platform/server/config/format.cjs:63 Deadweight Exported Function: Exported function ""parseDuration"" has no call sites in this file",parseDuration
WARNING,SB-QUAL-003-ai-platform/server/config/format.cjs-84,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/format.cjs,84,"ai-platform/server/config/format.cjs:84 Deadweight Exported Function: Exported function ""formatDuration"" has no call sites in this file",formatDuration
WARNING,SB-QUAL-003-ai-platform/server/config/format.cjs-102,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/format.cjs,102,"ai-platform/server/config/format.cjs:102 Deadweight Exported Function: Exported function ""formatNumber"" has no call sites in this file",formatNumber
WARNING,SB-QUAL-003-ai-platform/server/config/format.cjs-113,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/format.cjs,113,"ai-platform/server/config/format.cjs:113 Deadweight Exported Function: Exported function ""formatPercent"" has no call sites in this file",formatPercent
WARNING,SB-QUAL-003-ai-platform/server/config/format.cjs-129,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/format.cjs,129,"ai-platform/server/config/format.cjs:129 Deadweight Exported Function: Exported function ""parseRate"" has no call sites in this file",parseRate
WARNING,SB-QUAL-003-ai-platform/server/config/format.cjs-145,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/format.cjs,145,"ai-platform/server/config/format.cjs:145 Deadweight Exported Function: Exported function ""formatRate"" has no call sites in this file",formatRate
WARNING,SB-QUAL-003-ai-platform/server/config/format.cjs-183,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/format.cjs,183,"ai-platform/server/config/format.cjs:183 Deadweight Exported Function: Exported function ""isWithinRateLimit"" has no call sites in this file",isWithinRateLimit
WARNING,SB-QUAL-003-ai-platform/server/config/format.cjs-192,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/format.cjs,192,"ai-platform/server/config/format.cjs:192 Deadweight Exported Function: Exported function ""safeJsonLimit"" has no call sites in this file",safeJsonLimit
WARNING,SB-QUAL-003-ai-platform/server/config/http.cjs-30,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/http.cjs,30,"ai-platform/server/config/http.cjs:30 Deadweight Exported Function: Exported function ""isSuccessCode"" has no call sites in this file",isSuccessCode
WARNING,SB-QUAL-003-ai-platform/server/config/http.cjs-40,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/http.cjs,40,"ai-platform/server/config/http.cjs:40 Deadweight Exported Function: Exported function ""isRedirectCode"" has no call sites in this file",isRedirectCode
WARNING,SB-QUAL-003-ai-platform/server/config/http.cjs-50,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/http.cjs,50,"ai-platform/server/config/http.cjs:50 Deadweight Exported Function: Exported function ""isClientErrorCode"" has no call sites in this file",isClientErrorCode
WARNING,SB-QUAL-003-ai-platform/server/config/http.cjs-60,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/http.cjs,60,"ai-platform/server/config/http.cjs:60 Deadweight Exported Function: Exported function ""isServerErrorCode"" has no call sites in this file",isServerErrorCode
WARNING,SB-QUAL-003-ai-platform/server/config/http.cjs-70,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/http.cjs,70,"ai-platform/server/config/http.cjs:70 Deadweight Exported Function: Exported function ""isErrorCode"" has no call sites in this file",isErrorCode
WARNING,SB-QUAL-003-ai-platform/server/config/language.cjs-47,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/language.cjs,47,"ai-platform/server/config/language.cjs:47 Deadweight Exported Function: Exported function ""getLanguageName"" has no call sites in this file",getLanguageName
WARNING,SB-QUAL-003-ai-platform/server/config/objects.cjs-40,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/objects.cjs,40,"ai-platform/server/config/objects.cjs:40 Deadweight Exported Function: Exported function ""mapValues"" has no call sites in this file",mapValues
WARNING,SB-QUAL-003-ai-platform/server/config/objects.cjs-55,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/objects.cjs,55,"ai-platform/server/config/objects.cjs:55 Deadweight Exported Function: Exported function ""mapKeys"" has no call sites in this file",mapKeys
WARNING,SB-QUAL-003-ai-platform/server/config/objects.cjs-69,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/objects.cjs,69,"ai-platform/server/config/objects.cjs:69 Deadweight Exported Function: Exported function ""invert"" has no call sites in this file",invert
WARNING,SB-QUAL-003-ai-platform/server/config/paths.cjs-8,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/paths.cjs,8,"ai-platform/server/config/paths.cjs:8 Deadweight Exported Function: Exported function ""isDotFile"" has no call sites in this file",isDotFile
WARNING,SB-QUAL-003-ai-platform/server/config/paths.cjs-14,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/paths.cjs,14,"ai-platform/server/config/paths.cjs:14 Deadweight Exported Function: Exported function ""isTestFile"" has no call sites in this file",isTestFile
WARNING,SB-QUAL-003-ai-platform/server/config/paths.cjs-22,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/paths.cjs,22,"ai-platform/server/config/paths.cjs:22 Deadweight Exported Function: Exported function ""isFixtureFile"" has no call sites in this file",isFixtureFile
WARNING,SB-QUAL-003-ai-platform/server/config/paths.cjs-28,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/paths.cjs,28,"ai-platform/server/config/paths.cjs:28 Deadweight Exported Function: Exported function ""isDockerFile"" has no call sites in this file",isDockerFile
WARNING,SB-QUAL-003-ai-platform/server/config/paths.cjs-34,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/paths.cjs,34,"ai-platform/server/config/paths.cjs:34 Deadweight Exported Function: Exported function ""isNodeModulesPath"" has no call sites in this file",isNodeModulesPath
WARNING,SB-QUAL-003-ai-platform/server/config/paths.cjs-39,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/paths.cjs,39,"ai-platform/server/config/paths.cjs:39 Deadweight Exported Function: Exported function ""isGitPath"" has no call sites in this file",isGitPath
WARNING,SB-QUAL-003-ai-platform/server/config/paths.cjs-44,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/paths.cjs,44,"ai-platform/server/config/paths.cjs:44 Deadweight Exported Function: Exported function ""isHiddenPath"" has no call sites in this file",isHiddenPath
WARNING,SB-QUAL-003-ai-platform/server/config/platform.cjs-6,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/platform.cjs,6,"ai-platform/server/config/platform.cjs:6 Deadweight Exported Function: Exported function ""isWindows"" has no call sites in this file",isWindows
WARNING,SB-QUAL-003-ai-platform/server/config/platform.cjs-10,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/platform.cjs,10,"ai-platform/server/config/platform.cjs:10 Deadweight Exported Function: Exported function ""isMacOS"" has no call sites in this file",isMacOS
WARNING,SB-QUAL-003-ai-platform/server/config/platform.cjs-14,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/platform.cjs,14,"ai-platform/server/config/platform.cjs:14 Deadweight Exported Function: Exported function ""isLinux"" has no call sites in this file",isLinux
WARNING,SB-QUAL-003-ai-platform/server/config/platform.cjs-18,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/platform.cjs,18,"ai-platform/server/config/platform.cjs:18 Deadweight Exported Function: Exported function ""isServer"" has no call sites in this file",isServer
WARNING,SB-QUAL-003-ai-platform/server/config/platform.cjs-22,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/platform.cjs,22,"ai-platform/server/config/platform.cjs:22 Deadweight Exported Function: Exported function ""isBrowser"" has no call sites in this file",isBrowser
WARNING,SB-QUAL-003-ai-platform/server/config/redis.cjs-20,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/redis.cjs,20,"ai-platform/server/config/redis.cjs:20 Deadweight Exported Function: Exported function ""parseRedisUrl"" has no call sites in this file",parseRedisUrl
WARNING,SB-QUAL-003-ai-platform/server/config/redis.cjs-47,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/redis.cjs,47,"ai-platform/server/config/redis.cjs:47 Deadweight Exported Function: Exported function ""getRedisConfig"" has no call sites in this file",getRedisConfig
WARNING,SB-QUAL-003-ai-platform/server/config/redis.cjs-68,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/redis.cjs,68,"ai-platform/server/config/redis.cjs:68 Deadweight Exported Function: Exported function ""isRedisEnabled"" has no call sites in this file",isRedisEnabled
WARNING,SB-QUAL-003-ai-platform/server/config/strings.cjs-11,low,Deadweight Exported Function,SB-QUAL-003,,ai-platform/server/config/strings.cjs,11,"ai-platform/server/config/strings.cjs:11 Deadweight Exported Function: Exported function ""isBlank"" has no call sites in this file",isBlank
